Time,4 Pump A,3 Pump A,4 Switch A,3 Switch A,4 Pump B,3 Pump B,4 Switch B,3 Switch B,40K Diode,4K Diode 
1674626286.0793912,0.531625,0.532,0.531625,0.5173125,0.533125,0.5204375,0.5333125,0.5334375,0.5695911,0.5657034 
1674626296.107016,0.531875,0.5323125,0.53175,0.51725,0.533125,0.5205,0.5333125,0.5335,0.5696104,0.565762 
1674626306.135061,0.5320625,0.532375,0.5319376,0.5175,0.53325,0.520625,0.5334375,0.533625,0.5696475,0.5657947 
1674626316.1632032,0.532,0.5323125,0.531875,0.517375,0.5333125,0.5206875,0.5334375,0.5336875,0.5696444,0.5657823 
1674626326.1880586,0.532,0.5321875,0.5318126,0.5173125,0.53325,0.520625,0.5334375,0.533625,0.5696495,0.5657987 
1674626336.2165627,0.5320625,0.5323125,0.5319376,0.5174375,0.5333125,0.520625,0.5334375,0.533625,0.5696626,0.5658186 
1674626346.2446685,0.532,0.532375,0.531875,0.517375,0.5333125,0.5206875,0.5334375,0.533625,0.5696463,0.5658076 
1674626356.273195,0.5316875,0.532125,0.531625,0.517125,0.5330625,0.5204375,0.53325,0.5334375,0.5696236,0.5657549 
1674626366.3022676,0.5315625,0.5320625,0.5316875,0.51725,0.533125,0.5205,0.533375,0.5335626,0.5696353,0.5657805 
1674626376.3303747,0.531625,0.532125,0.5316875,0.51725,0.5331875,0.5205,0.5334375,0.5335,0.5696399,0.5657796 
1674626386.3584368,0.53175,0.532125,0.531625,0.51725,0.5331875,0.5205626,0.5333125,0.5335,0.5696404,0.5657866 
1674626396.3879223,0.53175,0.53225,0.531625,0.5171875,0.533125,0.5204375,0.5334375,0.5335626,0.5696468,0.565782 
1674626406.4160957,0.5318126,0.53225,0.5318126,0.517375,0.53325,0.5205,0.5333125,0.5335,0.5696511,0.5657825 
1674626416.4438586,0.5318126,0.5324375,0.532,0.5175,0.533375,0.5205626,0.5335,0.5335626,0.5696528,0.5657949 
1674626426.4717212,0.532,0.5325,0.5319376,0.5175,0.533375,0.5206875,0.5335,0.5335626,0.5696507,0.5658086 
1674626436.4996514,0.532125,0.5324375,0.532,0.5175,0.5333125,0.520625,0.5334375,0.533625,0.5696548,0.5658008 
1674626446.5249803,0.5315625,0.5321875,0.5316875,0.517375,0.533125,0.520375,0.5333125,0.5335626,0.5696416,0.5657568 
1674626456.5521286,0.531625,0.5320625,0.531625,0.51725,0.533,0.5203125,0.53325,0.5335,0.5696311,0.5657466 
1674626466.577436,0.53175,0.532,0.531625,0.5171875,0.5329375,0.520375,0.533125,0.533375,0.5696189,0.5657608 
1674626476.6029155,0.5313125,0.5318126,0.531375,0.5168125,0.5326876,0.52025,0.532875,0.533125,0.5696221,0.5657227 
1674626486.6271815,0.53125,0.5315625,0.5313125,0.51675,0.5326876,0.5201875,0.532875,0.533125,0.569628,0.5657386 
1674626496.6505888,0.5309376,0.5315625,0.53125,0.5165625,0.5325625,0.52,0.53275,0.533,0.5696314,0.5657322 
1674626506.6767213,0.531125,0.531625,0.5314375,0.51675,0.5326876,0.5200625,0.5328125,0.533125,0.5696185,0.5657378 
1674626516.7134254,0.53125,0.5316875,0.531125,0.516625,0.5326876,0.5200625,0.532875,0.533125,0.5696306,0.5657408 
1674626526.7336953,0.5313125,0.5318126,0.5313125,0.51675,0.5326876,0.520125,0.532875,0.5331875,0.5696233,0.5657332 
1674626536.7534053,0.531125,0.5316875,0.531125,0.5168125,0.5326876,0.5201875,0.5330625,0.533125,0.5696143,0.5657351 
1674626546.7730432,0.531625,0.5320625,0.531625,0.51725,0.5330625,0.5205,0.5333125,0.5334375,0.5696373,0.5657713 
1674626556.7962093,0.531875,0.5324375,0.5319376,0.5173125,0.53325,0.5204375,0.533375,0.5335626,0.5696511,0.5657983 
1674626566.8318732,0.532,0.5324375,0.532,0.5171875,0.5331875,0.520375,0.5333125,0.533625,0.5696609,0.5658047 
1674626576.860681,0.532,0.5323125,0.5319376,0.5173125,0.533125,0.5203125,0.5333125,0.5335,0.569635,0.5657615 
1674626586.8956158,0.5320625,0.5324375,0.531875,0.51725,0.5330625,0.5203125,0.5331875,0.533375,0.5695735,0.5656838 
1674626596.9301136,0.531625,0.5321875,0.5316875,0.5171875,0.533,0.520375,0.53325,0.5333125,0.5696011,0.5657176 
1674626606.964964,0.5316875,0.5321875,0.531875,0.5173125,0.533125,0.5204375,0.5333125,0.5335,0.569616,0.5657481 
1674626616.998294,0.5314375,0.532,0.5316875,0.5171875,0.533,0.5204375,0.533125,0.5335,0.5696187,0.565753 
1674626627.033473,0.5310626,0.5316875,0.5314375,0.5168125,0.53275,0.5201875,0.5329375,0.53325,0.5696287,0.565741 
1674626637.0532477,0.5310626,0.531625,0.53125,0.5165625,0.5326876,0.520125,0.5329375,0.533125,0.5696128,0.5657451 
1674626647.0804448,0.531125,0.531625,0.5313125,0.51675,0.53275,0.5200625,0.5328125,0.533,0.5696182,0.5657341 
1674626657.105179,0.530875,0.5315001,0.5309376,0.5165625,0.53275,0.519875,0.532875,0.532875,0.569625,0.5657381 
1674626667.1323168,0.531,0.5316875,0.5310626,0.5166875,0.532625,0.52,0.532875,0.5329375,0.569626,0.5657322 
1674626677.1666007,0.5310626,0.5316875,0.5310626,0.5166875,0.5326876,0.52,0.5328125,0.532875,0.5696175,0.5657273 
1674626687.1994724,0.5313125,0.53175,0.53125,0.5168125,0.5328125,0.520125,0.532875,0.5330625,0.5696182,0.5657371 
1674626697.2339096,0.5314375,0.5320625,0.5313125,0.516875,0.53275,0.5200625,0.5329375,0.5330625,0.5696216,0.5657381 
1674626707.2683818,0.531375,0.5316875,0.5313125,0.516875,0.5326876,0.520125,0.532875,0.533,0.5696021,0.5657339 
1674626717.3030062,0.5315001,0.5319376,0.5314375,0.516875,0.5329375,0.5203125,0.533125,0.53325,0.569637,0.565772 
1674626727.3319552,0.53175,0.5321875,0.5315001,0.5171875,0.533125,0.5205,0.5333125,0.533375,0.5696544,0.5657837 
1674626737.3594315,0.5318126,0.532375,0.5318126,0.517375,0.533125,0.5204375,0.5333125,0.5334375,0.5696504,0.5658047 
1674626747.3877983,0.5318126,0.5323125,0.532,0.5173125,0.533125,0.5204375,0.5333125,0.5335,0.5696458,0.5657959 
1674626757.4155142,0.531375,0.5321875,0.53175,0.5169375,0.533,0.52025,0.53325,0.533375,0.569647,0.5657967 
1674626767.4440806,0.531625,0.5323125,0.5319376,0.5173125,0.5331875,0.5205,0.533375,0.5335,0.5696566,0.5658023 
1674626777.4717996,0.5315625,0.532375,0.5316875,0.517375,0.533,0.5204375,0.53325,0.533375,0.5696487,0.5657959 
1674626787.4961364,0.531875,0.53225,0.5319376,0.5174375,0.53325,0.5205,0.533375,0.5335626,0.5696455,0.565794 
1674626797.5241106,0.5319376,0.5323125,0.5319376,0.5175,0.53325,0.5205626,0.5334375,0.5335,0.5696348,0.5657622 
1674626807.549662,0.5320625,0.5325,0.5319376,0.5175625,0.5333125,0.5206875,0.5335,0.5336875,0.5696463,0.5657969 
1674626817.5704021,0.5316875,0.5321875,0.5316875,0.5173125,0.533125,0.5205,0.533375,0.5334375,0.5696495,0.5657928 
1674626827.595604,0.531875,0.53225,0.5318126,0.517375,0.53325,0.5205,0.5334375,0.5335,0.5696453,0.565793 
1674626837.6203074,0.5316875,0.5323125,0.531625,0.517375,0.5331875,0.5205626,0.533375,0.5334375,0.569646,0.5658001 
1674626847.6473236,0.53175,0.532375,0.5316875,0.5175625,0.5331875,0.520625,0.5334375,0.5335626,0.5696578,0.5657935 
1674626857.6755285,0.531625,0.5321875,0.531625,0.5173125,0.533125,0.5205,0.533375,0.5335,0.5696544,0.5658047 
1674626867.704103,0.531875,0.532375,0.5319376,0.5175,0.5333125,0.5206875,0.5335626,0.5336875,0.5696614,0.5658201 
1674626877.7328224,0.5318126,0.5324375,0.53175,0.517375,0.5331875,0.5205626,0.5334375,0.5335626,0.5696326,0.5657647 
1674626887.7517939,0.5316875,0.53225,0.531625,0.517375,0.5331875,0.5205626,0.533375,0.5335,0.5696277,0.5657596 
1674626897.7801588,0.53175,0.5321875,0.531625,0.51725,0.53325,0.5205626,0.5334375,0.533625,0.5696165,0.5657192 
1674626907.807807,0.5316875,0.53225,0.531625,0.5171875,0.533125,0.5205626,0.533375,0.5335,0.5695874,0.5657014 
1674626917.8360243,0.531875,0.532375,0.531625,0.5173125,0.5331875,0.520625,0.5334375,0.533625,0.5695887,0.5657068 
1674626927.8637168,0.531625,0.5321875,0.5315001,0.5169375,0.533125,0.5205,0.5333125,0.5335,0.5695862,0.5656876 
1674626937.88932,0.531375,0.531875,0.5314375,0.516875,0.5331875,0.5204375,0.53325,0.5335,0.569551,0.5656646 
1674626947.914808,0.5313125,0.531875,0.531375,0.517,0.5330625,0.520375,0.5331875,0.5335,0.5695428,0.5656267 
1674626957.9392068,0.5315625,0.531875,0.531375,0.5171875,0.5331875,0.5204375,0.5333125,0.5335,0.5695276,0.5656228 
1674626967.9670627,0.5315625,0.5319376,0.531375,0.517,0.5331875,0.5205,0.5333125,0.5335,0.5695264,0.5656009 
1674626977.9896781,0.5314375,0.5318126,0.5313125,0.5170626,0.5330625,0.5204375,0.53325,0.5334375,0.5695161,0.5655804 
1674626988.0156817,0.5314375,0.5319376,0.531375,0.5169375,0.533,0.5203125,0.5331875,0.5333125,0.5694788,0.5655074 
1674626998.0445266,0.5315001,0.5319376,0.531375,0.5169375,0.533,0.520375,0.5331875,0.5334375,0.5694541,0.5654764 
1674627008.0741694,0.5315625,0.532,0.5315001,0.5170626,0.5329375,0.5203125,0.5331875,0.5333125,0.5694434,0.5654651 
1674627018.1040976,0.531625,0.5321875,0.5316875,0.5171875,0.5330625,0.5204375,0.5331875,0.533375,0.569448,0.5654749 
1674627028.13358,0.5315001,0.532125,0.5315625,0.517,0.5330625,0.5204375,0.5331875,0.5334375,0.5694461,0.5654722 
1674627038.1612659,0.5319376,0.532375,0.532,0.5175,0.5333125,0.5206875,0.5335,0.533625,0.5696326,0.5657773 
1674627048.1875682,0.5319376,0.53225,0.531875,0.5175625,0.53325,0.520625,0.5335,0.533625,0.5696406,0.565794 
1674627058.2137299,0.5318126,0.53225,0.531875,0.5174375,0.5331875,0.520625,0.5335,0.533625,0.5696063,0.5657549 
1674627068.2419665,0.5315001,0.532125,0.5315625,0.517125,0.533125,0.5204375,0.5333125,0.5335626,0.5695823,0.5656914 
1674627078.2678754,0.5316875,0.53225,0.5316875,0.517375,0.5331875,0.5205626,0.5334375,0.53375,0.5696053,0.565772 
1674627088.2857776,0.531875,0.5325,0.5319376,0.5175625,0.533375,0.52075,0.5335626,0.533875,0.5695806,0.5657024 
1674627098.3113694,0.5320625,0.532625,0.5321875,0.5176875,0.5334375,0.5208125,0.5335626,0.533875,0.5695611,0.5656707 
1674627108.3369746,0.532125,0.5325625,0.5320625,0.5176875,0.5334375,0.52075,0.5335626,0.5338125,0.5695455,0.5656426 
1674627118.3620265,0.5316875,0.532375,0.5318126,0.517375,0.5331875,0.5205,0.5334375,0.533625,0.5695528,0.5656563 
1674627128.3896153,0.5316875,0.5323125,0.531625,0.5171875,0.53325,0.5204375,0.533375,0.5335,0.5695789,0.5657154 
1674627138.418185,0.5314375,0.5321875,0.5315625,0.5171875,0.533125,0.520375,0.5333125,0.5335,0.5696084,0.5657393 
1674627148.444069,0.5316875,0.5323125,0.531625,0.5171875,0.53325,0.5205,0.533375,0.533625,0.5696104,0.5657573 
1674627158.4721856,0.5321875,0.5325625,0.5319376,0.5175625,0.5335,0.5206875,0.5335626,0.533875,0.569607,0.5657649 
1674627168.500326,0.5321875,0.5325625,0.532,0.5175625,0.5335,0.52075,0.5336875,0.533875,0.5696268,0.5657786 
1674627178.5288923,0.53225,0.5325625,0.5319376,0.5175625,0.5335,0.520875,0.5336875,0.5339375,0.5696155,0.5657561 
1674627188.5562267,0.5323125,0.53275,0.5320625,0.5175625,0.5333125,0.5206875,0.533625,0.53375,0.5696204,0.5657654 
1674627198.5831013,0.532,0.5325625,0.532,0.5175,0.5335,0.52075,0.533625,0.533875,0.5696189,0.5657608 
1674627208.6014645,0.532125,0.5325625,0.5320625,0.517625,0.5334375,0.5206875,0.5335626,0.53375,0.5695989,0.5657173 
1674627218.626487,0.53225,0.532625,0.5320625,0.517625,0.5334375,0.5206875,0.5335626,0.53375,0.569597,0.5657427 
1674627228.653406,0.5320625,0.5325625,0.531875,0.5175625,0.5333125,0.52075,0.5335,0.53375,0.5695682,0.565689 
1674627238.6795678,0.531875,0.5323125,0.531625,0.51725,0.533375,0.5205626,0.5334375,0.5336875,0.5695523,0.565647 
1674627248.7044659,0.5315625,0.53225,0.531375,0.51725,0.5331875,0.5205626,0.5333125,0.5335,0.5695379,0.5656285 
1674627258.730346,0.5315001,0.5319376,0.531375,0.5171875,0.5331875,0.5205626,0.533375,0.5335626,0.5695193,0.5656199 
1674627268.757921,0.5315625,0.532125,0.531625,0.51725,0.5331875,0.5204375,0.533375,0.5335626,0.5696009,0.5657014 
1674627278.7845397,0.531375,0.5319376,0.53175,0.51725,0.5330625,0.520375,0.5333125,0.5335626,0.5696128,0.5657606 
1674627288.8097253,0.5319376,0.53225,0.531875,0.5175625,0.53325,0.5205626,0.5335,0.533625,0.5696463,0.5657903 
1674627298.8432977,0.53175,0.5325625,0.5320625,0.5173125,0.533125,0.520625,0.5334375,0.533625,0.5696114,0.5657642 
1674627308.8767889,0.531625,0.5324375,0.5318126,0.5170626,0.533,0.5204375,0.53325,0.533375,0.5696221,0.5657825 
1674627318.9050922,0.5318126,0.5323125,0.53175,0.5170626,0.5331875,0.5204375,0.5333125,0.5334375,0.5696428,0.5657847 
1674627328.938848,0.5319376,0.532375,0.531875,0.5173125,0.5331875,0.5204375,0.533375,0.5334375,0.5696473,0.5657989 
1674627338.9658895,0.53175,0.5324375,0.532,0.5175,0.5331875,0.5204375,0.5334375,0.5335,0.5696526,0.5658121 
1674627348.9912105,0.532,0.5325,0.5320625,0.5174375,0.53325,0.5205,0.5335,0.533625,0.5696477,0.5658089 
1674627359.0181856,0.5319376,0.5325,0.532,0.5175625,0.53325,0.5205626,0.5335,0.533625,0.5696658,0.5658098 
1674627369.051428,0.5320625,0.532625,0.532125,0.517625,0.5333125,0.5206875,0.5335,0.5336875,0.5696507,0.5658106 
1674627379.0847585,0.5320625,0.5324375,0.5320625,0.5175625,0.53325,0.520625,0.5335,0.533625,0.5696533,0.5658137 
1674627389.1169128,0.532,0.5325,0.53175,0.5175,0.5333125,0.520625,0.5334375,0.533625,0.5696258,0.5657644 
1674627399.1500528,0.5320625,0.5323125,0.532,0.5173125,0.53325,0.5205626,0.5334375,0.5335626,0.5696309,0.5657769 
1674627409.1837885,0.531875,0.5320625,0.5318126,0.517125,0.5330625,0.5204375,0.5331875,0.533375,0.5696343,0.565753 
1674627419.216779,0.53125,0.53175,0.5316875,0.5168125,0.5326876,0.520125,0.532875,0.5331875,0.569624,0.5657513 
1674627429.2504516,0.5313125,0.5316875,0.5313125,0.516625,0.5326876,0.5200625,0.5329375,0.5330625,0.5696185,0.565761 
1674627439.282063,0.531,0.5315001,0.5310626,0.5165,0.532625,0.52,0.5328125,0.533,0.5696263,0.5657381 
1674627449.3157344,0.531125,0.531625,0.5311875,0.5165625,0.5326876,0.5200625,0.5328125,0.5330625,0.5696253,0.565733 
1674627459.348841,0.5311875,0.5316875,0.5313125,0.5166875,0.532625,0.5199375,0.5328125,0.533,0.569625,0.5657312 
1674627469.3699234,0.531,0.531625,0.5310626,0.516625,0.5325,0.519875,0.5326876,0.5329375,0.5696197,0.5657283 
1674627479.4037437,0.5313125,0.5318126,0.531375,0.5166875,0.532625,0.52,0.5328125,0.533125,0.5696206,0.5657427 
1674627489.4390311,0.5314375,0.5320625,0.531625,0.517125,0.532875,0.5201875,0.5330625,0.533375,0.5696482,0.5657815 
1674627499.473674,0.53175,0.532375,0.5319376,0.517375,0.533125,0.5204375,0.5333125,0.5335,0.5696424,0.5657898 
1674627509.5083728,0.5319376,0.5323125,0.532,0.517375,0.5331875,0.5205,0.5333125,0.533625,0.5696497,0.5658074 
1674627519.5298462,0.5320625,0.53225,0.5318126,0.5174375,0.533125,0.5205626,0.533375,0.533625,0.5696448,0.565803 
1674627529.5498831,0.532,0.532375,0.53175,0.5175,0.53325,0.5205626,0.5334375,0.5335626,0.5696373,0.5657813 
1674627539.5769322,0.532,0.5325,0.5316875,0.5174375,0.5331875,0.5205,0.5334375,0.5335,0.569657,0.5657835 
1674627549.609538,0.5318126,0.53225,0.5315625,0.5173125,0.5330625,0.5203125,0.5333125,0.5334375,0.5695813,0.5657046 
1674627559.641781,0.532,0.5323125,0.53175,0.5175,0.53325,0.5205,0.5334375,0.533625,0.5696077,0.5657339 
1674627569.6748354,0.532,0.5324375,0.531875,0.5174375,0.533375,0.520625,0.5335,0.533625,0.5696058,0.5657081 
1674627579.707993,0.53125,0.532,0.5311875,0.5171875,0.5331875,0.5205,0.533375,0.5334375,0.5695686,0.5656675 
1674627589.7412055,0.5315001,0.5321875,0.5313125,0.5171875,0.53325,0.520625,0.533375,0.5335626,0.5695569,0.5656467 
1674627599.7620766,0.5315625,0.532375,0.531625,0.5173125,0.5333125,0.5206875,0.5334375,0.533625,0.5695442,0.5656441 
1674627609.788856,0.5315001,0.53225,0.53175,0.5174375,0.5333125,0.52075,0.5335,0.5336875,0.5695401,0.5656275 
1674627619.821907,0.531125,0.531875,0.53125,0.5169375,0.533125,0.5204375,0.5333125,0.5335,0.5695376,0.5656275 
1674627629.855834,0.531625,0.5320625,0.5315001,0.5173125,0.5333125,0.5206875,0.5335,0.5336875,0.5695757,0.5657019 
1674627639.8670774,0.53175,0.532375,0.5315001,0.517375,0.5333125,0.5206875,0.5335,0.5336875,0.5696038,0.5657373 
1674627649.8999832,0.531875,0.5325,0.5315001,0.5174375,0.5333125,0.5206875,0.5335626,0.5336875,0.569614,0.5657561 
1674627659.9328396,0.5319376,0.5325,0.5316875,0.517375,0.5335,0.5206875,0.533625,0.5336875,0.569623,0.5657644 
1674627669.9605072,0.5320625,0.5325,0.53175,0.5174375,0.5335,0.520625,0.5335626,0.5336875,0.569624,0.5657701 
1674627679.9954371,0.5319376,0.5324375,0.5316875,0.5174375,0.5334375,0.520625,0.533625,0.53375,0.5696123,0.5657698 
1674627690.0255885,0.531875,0.5324375,0.5318126,0.5175625,0.533375,0.520625,0.5335626,0.53375,0.5696187,0.5657644 
1674627700.0541677,0.532,0.532375,0.531875,0.5174375,0.5333125,0.520625,0.5335626,0.533625,0.5696172,0.5657564 
1674627710.079243,0.53175,0.5320625,0.5316875,0.51725,0.5331875,0.5205626,0.5334375,0.5334375,0.5695999,0.5657215 
1674627720.1003637,0.5316875,0.5319376,0.531625,0.5170626,0.5330625,0.520375,0.5333125,0.5333125,0.5695849,0.5657087 
1674627730.1227767,0.531375,0.5318126,0.531375,0.51675,0.5330625,0.52025,0.53325,0.5334375,0.5695615,0.565668 
1674627740.1504774,0.5315625,0.532,0.5315001,0.517,0.5331875,0.5204375,0.5333125,0.5335,0.5695481,0.5656568 
1674627750.178983,0.5318126,0.532375,0.53175,0.51725,0.5333125,0.5205626,0.533375,0.5336875,0.5696121,0.5657168 
1674627760.2051344,0.531875,0.5324375,0.5316875,0.5173125,0.533375,0.520625,0.5334375,0.53375,0.5696341,0.5657747 
1674627770.2330363,0.5320625,0.5323125,0.5319376,0.517625,0.53325,0.52075,0.5334375,0.5336875,0.5696294,0.5657967 
1674627780.2544765,0.5320625,0.5325,0.5319376,0.517625,0.5333125,0.52075,0.5335,0.533625,0.5696609,0.5658108 
1674627790.280648,0.5319376,0.5325625,0.531875,0.5175625,0.5333125,0.5206875,0.5335626,0.5336875,0.5696624,0.5658257 
1674627800.3049266,0.532,0.532625,0.532,0.5176875,0.5331875,0.5205626,0.5335,0.5336875,0.569635,0.5657771 
1674627810.3298068,0.53225,0.53275,0.53225,0.5178125,0.5333125,0.520625,0.5335626,0.5338125,0.5696482,0.5658081 
1674627820.3551877,0.5324375,0.532875,0.5321875,0.517625,0.5334375,0.52075,0.5335626,0.5338125,0.569645,0.5658172 
1674627830.379928,0.5323125,0.532875,0.53225,0.51775,0.5335,0.5208125,0.5335626,0.533875,0.5696668,0.5658274 
1674627840.398258,0.5320625,0.532625,0.532125,0.5175,0.533375,0.5206875,0.5335626,0.53375,0.5696621,0.5658301 
1674627850.425016,0.531875,0.5321875,0.531625,0.5171875,0.533125,0.5204375,0.5333125,0.5334375,0.5696614,0.5658228 
1674627860.4515085,0.531875,0.53225,0.5316875,0.51725,0.533125,0.5204375,0.5333125,0.5334375,0.5696599,0.5658235 
1674627870.478835,0.5316875,0.532,0.531625,0.51725,0.533,0.5203125,0.5333125,0.5333125,0.5696563,0.5658408 
1674627880.5052533,0.53175,0.53225,0.5318126,0.517375,0.533125,0.5205,0.533375,0.5335,0.5696665,0.5658364 
1674627890.5236585,0.5316875,0.5321875,0.5318126,0.5174375,0.533125,0.5205,0.533375,0.5335,0.5696306,0.5657845 
1674627900.5492659,0.531375,0.53175,0.5315625,0.517,0.533,0.5203125,0.533125,0.5333125,0.569635,0.5657725 
1674627910.5769598,0.5315001,0.5319376,0.531625,0.5171875,0.533,0.5204375,0.5331875,0.533375,0.5696375,0.5657754 
1674627920.6045096,0.5315001,0.5319376,0.5316875,0.5170626,0.5330625,0.520375,0.53325,0.5334375,0.5696333,0.5657837 
1674627930.6310034,0.5314375,0.5318126,0.5314375,0.517,0.532875,0.5203125,0.5330625,0.53325,0.5696406,0.5657744 
1674627940.6579854,0.5311875,0.53175,0.531375,0.5168125,0.53275,0.5200625,0.533,0.533125,0.5696208,0.5657644 
1674627950.6829374,0.5314375,0.5318126,0.5315001,0.516875,0.53275,0.5201875,0.5329375,0.533125,0.5696323,0.5657683 
1674627960.7122345,0.5315001,0.531875,0.5313125,0.516875,0.5326876,0.52025,0.533,0.5330625,0.5696306,0.5657803 
1674627970.7310562,0.5316875,0.532,0.5314375,0.51725,0.5328125,0.5203125,0.533125,0.5331875,0.5696343,0.5657773 
1674627980.7590523,0.531875,0.532,0.5318126,0.5173125,0.533,0.5204375,0.53325,0.5334375,0.5696414,0.5657744 
1674627990.786437,0.5319376,0.532,0.53175,0.517375,0.533,0.5204375,0.533375,0.5334375,0.5696399,0.5657974 
1674628000.813626,0.53175,0.53225,0.5318126,0.5171875,0.5330625,0.5204375,0.5331875,0.533375,0.5696373,0.5657598 
1674628010.8404434,0.531375,0.5320625,0.5315625,0.5169375,0.532875,0.5203125,0.533,0.53325,0.5696355,0.5657688 
1674628020.8683622,0.53125,0.5318126,0.5311875,0.5168125,0.53275,0.5201875,0.532875,0.5330625,0.569625,0.5657659 
1674628030.897248,0.5314375,0.5319376,0.5315001,0.516875,0.5328125,0.5203125,0.533125,0.53325,0.5696426,0.5657773 
1674628040.9247875,0.5318126,0.5323125,0.5316875,0.51725,0.5330625,0.5205626,0.5333125,0.533375,0.5696409,0.5657932 
1674628050.9507697,0.5319376,0.5323125,0.5319376,0.5175625,0.5333125,0.520625,0.533375,0.5335,0.5696614,0.5658054 
1674628060.976341,0.5319376,0.5324375,0.531875,0.517625,0.5333125,0.520625,0.5334375,0.5335626,0.5696199,0.5657408 
1674628071.0012763,0.532125,0.5325625,0.532,0.51775,0.5334375,0.5206875,0.5335626,0.5336875,0.5695899,0.5657046 
1674628081.0266194,0.5319376,0.5323125,0.53175,0.5176875,0.5334375,0.5206875,0.5335,0.533625,0.5695593,0.5656614 
1674628091.055193,0.532,0.5324375,0.531625,0.5175625,0.533375,0.5205626,0.5334375,0.533625,0.5695569,0.5656575 
1674628101.083473,0.5320625,0.5324375,0.5318126,0.5175,0.5334375,0.5206875,0.5335,0.5336875,0.5695574,0.5656421 
1674628111.1092389,0.5319376,0.532375,0.5315625,0.51725,0.53325,0.5205626,0.5335,0.5335626,0.5695455,0.5656419 
1674628121.1352148,0.5316875,0.532,0.5314375,0.517,0.5331875,0.520375,0.5333125,0.5334375,0.5695376,0.565635 
1674628131.1618154,0.53125,0.532,0.5311875,0.517,0.533125,0.5204375,0.5333125,0.5335,0.5695379,0.5656281 
1674628141.1906273,0.5315625,0.5320625,0.5315625,0.51725,0.53325,0.5205626,0.533375,0.533625,0.5695354,0.5656316 
1674628151.2167082,0.5319376,0.5324375,0.531875,0.5175,0.5333125,0.520625,0.5335626,0.53375,0.5695396,0.5656357 
1674628161.2436397,0.5320625,0.5325,0.532,0.5175625,0.533375,0.5206875,0.533625,0.533875,0.5695493,0.5656361 
1674628171.2724485,0.531875,0.5321875,0.5318126,0.5173125,0.5333125,0.5205626,0.5335,0.5336875,0.5695305,0.5656377 
1674628181.3012109,0.5314375,0.5319376,0.5313125,0.5169375,0.5330625,0.5203125,0.5331875,0.533375,0.5695467,0.5656419 
1674628191.3303437,0.5318126,0.5321875,0.5315001,0.5171875,0.53325,0.5205,0.533375,0.5335626,0.5695391,0.565615 
1674628201.3563128,0.53175,0.53225,0.5316875,0.517375,0.5333125,0.5205626,0.5334375,0.533625,0.5695457,0.5656277 
1674628211.380798,0.5314375,0.531875,0.5313125,0.517,0.533125,0.5205,0.53325,0.5335,0.5695354,0.5656216 
1674628221.4060616,0.5316875,0.5318126,0.5315001,0.517125,0.5331875,0.5205,0.5334375,0.5335,0.5695622,0.5656666 
1674628231.4340076,0.5319376,0.532375,0.531875,0.5175625,0.533375,0.5206875,0.5335626,0.5336875,0.5695896,0.5657146 
1674628241.4637733,0.532125,0.532625,0.5320625,0.5178125,0.5334375,0.5208125,0.533625,0.533875,0.5695996,0.5657442 
1674628251.4918318,0.53175,0.5324375,0.531625,0.5176875,0.5331875,0.520625,0.5335,0.5335626,0.5696216,0.5657559 
1674628261.5178347,0.5315001,0.5321875,0.5315625,0.5173125,0.533,0.5203125,0.53325,0.5333125,0.5696275,0.5657581 
1674628271.5453796,0.5315001,0.5321875,0.5315625,0.517125,0.5329375,0.52025,0.5331875,0.5333125,0.5696339,0.5657749 
1674628281.573564,0.531625,0.531875,0.531625,0.517125,0.53275,0.5203125,0.533125,0.5331875,0.5696321,0.5657625 
1674628291.6017838,0.531125,0.53175,0.531125,0.5168125,0.53275,0.5200625,0.5328125,0.5330625,0.5696333,0.5657602 
1674628301.629957,0.5313125,0.5318126,0.5313125,0.516875,0.53275,0.520125,0.532875,0.533125,0.5696435,0.565762 
1674628311.6588352,0.5311875,0.5314375,0.530875,0.516625,0.5325625,0.5198125,0.5326876,0.532875,0.5696406,0.5657586 
1674628321.687228,0.531375,0.5316875,0.5311875,0.5165625,0.532625,0.52,0.532875,0.5330625,0.5696348,0.5657557 
1674628331.7127469,0.531625,0.5319376,0.531375,0.51675,0.5328125,0.520125,0.533,0.533125,0.5696341,0.5657632 
1674628341.7402549,0.531375,0.5319376,0.531375,0.516875,0.5328125,0.520125,0.532875,0.5330625,0.5696375,0.5657747 
1674628351.7681675,0.5314375,0.531625,0.5314375,0.517,0.5326876,0.520125,0.532875,0.533125,0.5696368,0.5657657 
1674628361.7957752,0.5315625,0.532,0.5316875,0.517125,0.532875,0.52025,0.533125,0.53325,0.5696433,0.5657752 
1674628371.8241138,0.5315001,0.5319376,0.531375,0.5170626,0.532875,0.5203125,0.533125,0.53325,0.5696402,0.5657602 
1674628381.8505952,0.53175,0.53225,0.53175,0.517125,0.5330625,0.5205,0.53325,0.533375,0.5696375,0.5657801 
1674628391.8777947,0.532,0.53225,0.531875,0.5173125,0.53325,0.5204375,0.5333125,0.533375,0.5696435,0.565804 
1674628401.9037328,0.532125,0.532375,0.5319376,0.5173125,0.5333125,0.520625,0.5335,0.533625,0.5696599,0.5658272 
1674628411.9287033,0.531875,0.5325625,0.532,0.517125,0.53325,0.520625,0.5335626,0.5336875,0.5696754,0.5658364 
